doi,dataset_used,target_variable,top_predictors,performance_metrics,standardized_conclusion,source_category,effect_size,primary_finding,target_domain,target_dimension,predictor_filter_categories
10.3389/fpsyg.2021.579128,PISA 2012 Computer-Based Mathematics (digital math items; 10 released log-file items),Student ability estimates precision (EAP reliability; average SE),"Response accuracy (graded responses), Time-on-task (response times), Country/economy","Model fit: GRM SRMR=0.036; RMSEA=0.050. EAP reliability: M1=0.73, M2=0.77, M3=0.80. Average SE: M1=0.51, M2=0.49, M3=0.45. Reported precision gains: many countries show increases in EAP reliability at or above 0.05 for M2 vs M1; additional gains for M3 vs M2 generally 0.02–0.03.","Using PISA 2012 Computer-Based Mathematics the study leveraged response accuracy, time-on-task (response times), and country-level heterogeneity to estimate student ability precision, finding that adding response-time information increased EAP reliability and reduced average standard errors versus response-accuracy-only modeling. This indicates that incorporating time-on-task variables into the measurement model can improve the precision of operational proficiency estimates, though the study is measurement-model based (not causal) and does not report survey-weighted estimation.",peer_reviewed_research,"Model fit: GRM SRMR=0.036; RMSEA=0.050. EAP reliability: M1=0.73, M2=0.77, M3=0.80. Average SE: M1=0.51, M2=0.49, M3=0.45. Reported precision gains: many countries show increases in EAP reliability at or above 0.05 for M2 vs M1; additional gains for M3 vs M2 generally 0.02–0.03.","Using PISA 2012 Computer-Based Mathematics the study leveraged response accuracy, time-on-task (response times), and country-level heterogeneity to estimate student ability precision, finding that adding response-time information increased EAP reliability and reduced average standard errors versus response-accuracy-only modeling. This indicates that incorporating time-on-task variables into the measurement model can improve the precision of operational proficiency estimates, though the study is measurement-model based (not causal) and does not report survey-weighted estimation.",Other / Unspecified,Other,Student: SES; Student: Attitudinal/Behavioral; System: Policy/Context
10.3389/fpsyg.2021.579128,PISA 2012 Computer-Based Mathematics (time-on-task measurement model across items and countries),Time-on-task parameter invariance across countries (measurement invariance level),"Time-on-task (response times), Country/economy",Model selection via BIC across countries: weak measurement invariance (M2_Weak and M3_Weak) was preferred in most cases. The paper reports that full or strong measurement invariance did not hold for most countries.,"Using PISA 2012 Computer-Based Mathematics the study leveraged time-on-task response-time parameters and country/economy to assess measurement invariance, finding that only weak measurement invariance was generally supported across countries. This indicates that response-time processes differ meaningfully by country, so time-on-task-enhanced scoring models may require country-specific parameter flexibility rather than assuming uniform timing behavior.",peer_reviewed_research,Model selection via BIC across countries: weak measurement invariance (M2_Weak and M3_Weak) was preferred in most cases. The paper reports that full or strong measurement invariance did not hold for most countries.,"Using PISA 2012 Computer-Based Mathematics the study leveraged time-on-task response-time parameters and country/economy to assess measurement invariance, finding that only weak measurement invariance was generally supported across countries. This indicates that response-time processes differ meaningfully by country, so time-on-task-enhanced scoring models may require country-specific parameter flexibility rather than assuming uniform timing behavior.",Other / Unspecified,Other,Student: Attitudinal/Behavioral; System: Policy/Context
10.3389/fpsyg.2021.579128,PISA 2012 Computer-Based Mathematics (country-level performance under alternative measurement models),Country-level proficiency means and their stability across models,"Response accuracy (graded responses), Time-on-task (response times), Country/economy",Estimated country means showed no substantial discrepancies across models (M1 vs M2 vs M3). Correlations between EAP ability estimates from M1 and models including time-on-task deviated from 1 for many countries; differences were most notable between M1 and M3 (lowest correlations).,"Using PISA 2012 Computer-Based Mathematics the study leveraged response accuracy, time-on-task response times, and country/economy to estimate country-level proficiency means under alternative measurement models, finding that mean proficiency estimates were broadly stable while individual ability estimates shifted (lower correlations, especially for the cross-loading model). This indicates that time-on-task inclusion may improve measurement precision without strongly changing country rankings/means, but it can still alter the latent construct captured by the model, so operational reporting should consider construct alignment.",peer_reviewed_research,Estimated country means showed no substantial discrepancies across models (M1 vs M2 vs M3). Correlations between EAP ability estimates from M1 and models including time-on-task deviated from 1 for many countries; differences were most notable between M1 and M3 (lowest correlations).,"Using PISA 2012 Computer-Based Mathematics the study leveraged response accuracy, time-on-task response times, and country/economy to estimate country-level proficiency means under alternative measurement models, finding that mean proficiency estimates were broadly stable while individual ability estimates shifted (lower correlations, especially for the cross-loading model). This indicates that time-on-task inclusion may improve measurement precision without strongly changing country rankings/means, but it can still alter the latent construct captured by the model, so operational reporting should consider construct alignment.",Composite / Multi-Domain,Cognitive Achievement,Student: SES; Student: Attitudinal/Behavioral; System: Policy/Context
10.3389/feduc.2020.00149,"TIMSS 2019 (eTIMSS) constructed-response items, US English responses",SE71054 correctness (human vs ANN),"Human rater score, IRT-expected score (MAP), Item difficulty level",ANN agreement with human scores (Pearson r): all data unweighted r=0.93; all data weighted r=0.92; match data unweighted r=0.93. Average across approaches for this item: ~0.93.,"Using TIMSS 2019 eTIMSS constructed-response item SE71054 the study leveraged human rater scoring and IRT-expected scoring (used to weight/filter training instances) to predict item correctness with an ANN, finding that automated scores matched human scores very closely (r≈0.93) and that IRT-based weighting/filtering did not materially change performance. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",peer_reviewed_research,ANN agreement with human scores (Pearson r): all data unweighted r=0.93; all data weighted r=0.92; match data unweighted r=0.93. Average across approaches for this item: ~0.93.,"Using TIMSS 2019 eTIMSS constructed-response item SE71054 the study leveraged human rater scoring and IRT-expected scoring (used to weight/filter training instances) to predict item correctness with an ANN, finding that automated scores matched human scores very closely (r≈0.93) and that IRT-based weighting/filtering did not materially change performance. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",Other / Unspecified,Other,Student: Prior Achievement; Student: Attitudinal/Behavioral
10.1016/j.edurev.2023.100547,PIRLS,reading performance,See outcome_summary (descriptive associations not coded as predictors),Descriptive statistics only (no ML performance metrics; see outcome_summary),"Using PIRLS data, the document summarizes reading performance in relation to See outcome_summary (descriptive associations not coded as predictors), reporting that This systematic review synthesizes 221 PIRLS-related peer-reviewed journal articles published between 2004 and 2022, building on a prior database of 113 articles (2004–2015) and adding 108 newly identified articles (2015–2022). This indicates that Because this is not an empirical ML study, there are no predictive metrics (e.g., accuracy/AUC) and no PV-based modeling; the main contribution is mapping how PIRLS data are used in the research community and where gaps .",review_article,Descriptive statistics only (no ML performance metrics; see outcome_summary),"Using PIRLS data, the document summarizes reading performance in relation to See outcome_summary (descriptive associations not coded as predictors), reporting that This systematic review synthesizes 221 PIRLS-related peer-reviewed journal articles published between 2004 and 2022, building on a prior database of 113 articles (2004–2015) and adding 108 newly identified articles (2015–2022). This indicates that Because this is not an empirical ML study, there are no predictive metrics (e.g., accuracy/AUC) and no PV-based modeling; the main contribution is mapping how PIRLS data are used in the research community and where gaps .",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral
10.1007/s10639-024-12580-8,"PISA 2018 Reading (B-S-J-Z, China; 15-year-olds)",Reading literacy level (high vs low; binary),"ESCS, EUDMO, MASTGOAL, DISCLIMA, TEACHSUP",Model comparison: SVM achieved accuracy 0.90 (training) and 0.871 (test). Feature selection: best SVM-RFE-CV accuracy peaked at 0.905 with 15 selected features (cross-validation).,"Using PISA 2018 Reading data from the B-S-J-Z regions in China, the study leveraged socioeconomic status (ESCS), meaning in life (EUDMO), learning goals (MASTGOAL), disciplinary climate (DISCLIMA), and teacher support (TEACHSUP) to predict a binary reading literacy outcome (high Level 5+ vs low Level 2 or below), finding that an SVM model with an RFE-CV-selected set of 15 psychoemotional well-being factors achieved high classification accuracy (test accuracy 0.871; peak CV accuracy 0.905). This indicates that strengthening psychoemotional well-being components—especially family socioeconomic resources, students’ life meaning, and learning goals—may be a practical pathway for improving reading literacy among higher-performing students, though the study’s SHAP-based interpretation is predictive rather than causal and the analysis does not report survey-weighted population inference.",peer_reviewed_research,Model comparison: SVM achieved accuracy 0.90 (training) and 0.871 (test). Feature selection: best SVM-RFE-CV accuracy peaked at 0.905 with 15 selected features (cross-validation).,"Using PISA 2018 Reading data from the B-S-J-Z regions in China, the study leveraged socioeconomic status (ESCS), meaning in life (EUDMO), learning goals (MASTGOAL), disciplinary climate (DISCLIMA), and teacher support (TEACHSUP) to predict a binary reading literacy outcome (high Level 5+ vs low Level 2 or below), finding that an SVM model with an RFE-CV-selected set of 15 psychoemotional well-being factors achieved high classification accuracy (test accuracy 0.871; peak CV accuracy 0.905). This indicates that strengthening psychoemotional well-being components—especially family socioeconomic resources, students’ life meaning, and learning goals—may be a practical pathway for improving reading literacy among higher-performing students, though the study’s SHAP-based interpretation is predictive rather than causal and the analysis does not report survey-weighted population inference.",Reading,Cognitive Achievement,Student: SES; Student: Attitudinal/Behavioral
10.1016/j.appdev.2025.101828,"PISA 2018 (Student Questionnaire + Principal Questionnaire), self-efficacy items (general self-efficacy)",General self-efficacy (IRT-based continuous score),"Mastery goal orientation, Meaning of life, Proud emotion, Positive emotions, Learning aspiration",XGBoost (test set): R2 = 0.467; RMSE = 9.699; MAE = 7.219. Lasso (test set): R2 = 0.417; RMSE = 10.137; MAE = 7.683. Best model: XGBoost. Top-14 predictors (XGBoost) cumulative relative importance = 48.99%; reduced model R2 = 0.436 vs full model R2 = 0.467; exclusion model R2 = 0.328.,"Using PISA 2018 the study leveraged mastery goal orientation, meaning of life, proud emotion, positive emotions, and learning aspiration to predict general self-efficacy (IRT-based continuous score), finding that XGBoost outperformed Lasso and achieved test-set R2 ≈ 0.467 (RMSE ≈ 9.699). This indicates that students’ affective and motivational profiles—along with a small subset of high-importance contextual variables—can support scalable monitoring of self-efficacy, though the cross-sectional design prevents causal pathway claims.",peer_reviewed_research,XGBoost (test set): R2 = 0.467; RMSE = 9.699; MAE = 7.219. Lasso (test set): R2 = 0.417; RMSE = 10.137; MAE = 7.683. Best model: XGBoost. Top-14 predictors (XGBoost) cumulative relative importance = 48.99%; reduced model R2 = 0.436 vs full model R2 = 0.467; exclusion model R2 = 0.328.,"Using PISA 2018 the study leveraged mastery goal orientation, meaning of life, proud emotion, positive emotions, and learning aspiration to predict general self-efficacy (IRT-based continuous score), finding that XGBoost outperformed Lasso and achieved test-set R2 ≈ 0.467 (RMSE ≈ 9.699). This indicates that students’ affective and motivational profiles—along with a small subset of high-importance contextual variables—can support scalable monitoring of self-efficacy, though the cross-sectional design prevents causal pathway claims.",Non-Cognitive / Process Output,Attitudinal / Affective,Student: Attitudinal/Behavioral
10.1016/j.appdev.2025.101828,PISA 2018 (socio-ecological levels of contextual predictors),General self-efficacy (IRT-based continuous score) — top predictors by socio-ecological level,"Parents’ emotional support, Teacher instruction strategies, Study possessions, Cooperation climate, Admission criteria (feeder schools)","Top predictors by level (relative importance ranking within XGBoost): Microsystem—parents’ emotional support, teacher instruction strategies, study possessions; Mesosystem—cooperation climate, competition climate, teacher evaluation, differentiated classrooms; Exosystem—admission criteria (feeder schools/residence area) and funding sources; Macrosystem—Malaysia, Japan, Kazakhstan, Indonesia, B.S.J.Z. China. Individual-level predictors ranked highest overall; exosystem ranked lowest (based on available predictors).","Using PISA 2018 the study leveraged parents’ emotional support, teacher instruction strategies, study possessions, cooperation climate, and admission criteria (feeder schools) to predict general self-efficacy, finding that the most influential predictors cluster in proximal socio-ecological layers (especially the individual and microsystem) while exosystem predictors show weaker direct predictive importance. This indicates that interventions aiming to strengthen self-efficacy should prioritize emotional support, instructional practices, and learning-related motivation, while using higher-level policy levers more indirectly through these proximal mechanisms.",peer_reviewed_research,"Top predictors by level (relative importance ranking within XGBoost): Microsystem—parents’ emotional support, teacher instruction strategies, study possessions; Mesosystem—cooperation climate, competition climate, teacher evaluation, differentiated classrooms; Exosystem—admission criteria (feeder schools/residence area) and funding sources; Macrosystem—Malaysia, Japan, Kazakhstan, Indonesia, B.S.J.Z. China. Individual-level predictors ranked highest overall; exosystem ranked lowest (based on available predictors).","Using PISA 2018 the study leveraged parents’ emotional support, teacher instruction strategies, study possessions, cooperation climate, and admission criteria (feeder schools) to predict general self-efficacy, finding that the most influential predictors cluster in proximal socio-ecological layers (especially the individual and microsystem) while exosystem predictors show weaker direct predictive importance. This indicates that interventions aiming to strengthen self-efficacy should prioritize emotional support, instructional practices, and learning-related motivation, while using higher-level policy levers more indirectly through these proximal mechanisms.",Non-Cognitive / Process Output,Attitudinal / Affective,Student: Attitudinal/Behavioral; School/Teacher: Practice; Student: SES; School/Teacher: Context
10.1177/01626434251326328,ILSA literature synthesis (systematic review; no single student-level analytic micro-dataset),Literature synthesis outcome (not student-level prediction),,Not reported,"Using ILSA literature synthesis (systematic review; no single student-level analytic micro-dataset) the study leveraged the reported predictors to predict Literature synthesis outcome (not student-level prediction), finding that The article does not estimate effects of AI on student writing outcomes using NAEP or any other large-scale assessment microdata. Instead, it describes NAEP writing criteria (development of ideas, organization of ideas, and language facility/conventions) and maps these criteria to categories of AI tools (e.g., generative pre-trained transformers, intelligent tutoring systems, and natural language tools) with examples such as Book Creator, Text Buddy, Ahrefs, QuillBot, Co:Writer, Grammarly, Ginger, WonderAI, and EditGPT. It also provides an implementation sequence (brainstorming/planning, drafting/development, and editing/revising) and emphasizes AI literacy, including privacy, accessibility, and safe/critical use. The main limitation is that the paper’s conclusions are not based on model-based performance metrics (e.g., accuracy/RMSE) or causal identification; therefore, it cannot quantify how much AI improves writing benchmarks for students with disabilities. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",review_article,Not reported,"Using ILSA literature synthesis (systematic review; no single student-level analytic micro-dataset) the study leveraged the reported predictors to predict Literature synthesis outcome (not student-level prediction), finding that The article does not estimate effects of AI on student writing outcomes using NAEP or any other large-scale assessment microdata. Instead, it describes NAEP writing criteria (development of ideas, organization of ideas, and language facility/conventions) and maps these criteria to categories of AI tools (e.g., generative pre-trained transformers, intelligent tutoring systems, and natural language tools) with examples such as Book Creator, Text Buddy, Ahrefs, QuillBot, Co:Writer, Grammarly, Ginger, WonderAI, and EditGPT. It also provides an implementation sequence (brainstorming/planning, drafting/development, and editing/revising) and emphasizes AI literacy, including privacy, accessibility, and safe/critical use. The main limitation is that the paper’s conclusions are not based on model-based performance metrics (e.g., accuracy/RMSE) or causal identification; therefore, it cannot quantify how much AI improves writing benchmarks for students with disabilities. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",Other / Unspecified,Other,
10.3389/fpsyg.2024.1446799,PISA 2018 reading and the extension to mathematics,Literature synthesis outcome (not student-level prediction),,Not reported,"Using PISA 2018 reading and the extension to mathematics the study leveraged the reported predictors to predict Literature synthesis outcome (not student-level prediction), finding that This methods paper formalizes the highly adaptive testing (HAT) design for PISA, building on computerized adaptive testing principles with shadow testing and incorporating PISA-specific constraints. It describes how unit-level within-unit adaptivity is combined with multidimensional IRT modeling (M2PL for dichotomous items and GPCM for polytomous items) and how correlations across reading, mathematics, and science are used while keeping test-taking experience stable via domain-homogeneous clusters. The paper specifies constraint management through mixed-integer programming shadow tests, including fixed test length and bounds on cognitive processes/content categories, item exposure control via progressive item exposure, and item position effects via continuous calibration constraints. Although it reports simulation evidence in the conclusion (e.g., ~30% increase in test information vs. PISA 2018 MST reading and improved RMSE in ability estimates, with fewer constraint violations), the present article itself is primarily an algorithmic and methodological specification rather than an empirical ML prediction study. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",methodology_paper,Not reported,"Using PISA 2018 reading and the extension to mathematics the study leveraged the reported predictors to predict Literature synthesis outcome (not student-level prediction), finding that This methods paper formalizes the highly adaptive testing (HAT) design for PISA, building on computerized adaptive testing principles with shadow testing and incorporating PISA-specific constraints. It describes how unit-level within-unit adaptivity is combined with multidimensional IRT modeling (M2PL for dichotomous items and GPCM for polytomous items) and how correlations across reading, mathematics, and science are used while keeping test-taking experience stable via domain-homogeneous clusters. The paper specifies constraint management through mixed-integer programming shadow tests, including fixed test length and bounds on cognitive processes/content categories, item exposure control via progressive item exposure, and item position effects via continuous calibration constraints. Although it reports simulation evidence in the conclusion (e.g., ~30% increase in test information vs. PISA 2018 MST reading and improved RMSE in ability estimates, with fewer constraint violations), the present article itself is primarily an algorithmic and methodological specification rather than an empirical ML prediction study. This indicates that these patterns have implications for educational policy and instructional practice, though cross-sectional ILSA designs cannot establish causality.",Other / Unspecified,Other,
